year,origin,destination,diplomatic_relation,aviation_routes,migrant_stock
2020,SOM,USA,6,,
2020,SOM,YEM,6,1,280940
2020,SOM,ZAF,6,,
2020,SOM,ZMB,6,,
2020,SPM,CAN,,3,
2020,SRB,AGO,6,,
2020,SRB,ALB,4,,
2020,SRB,ARE,,3,
2020,SRB,ARG,6,,10
2020,SRB,AUS,4,,31787
2020,SRB,AUT,6,3,144429
2020,SRB,AZE,4,,
2020,SRB,BEL,6,2,
2020,SRB,BGR,6,2,3245
2020,SRB,BIH,6,3,9550
2020,SRB,BLR,4,,33
2020,SRB,BOL,,,22
2020,SRB,BRA,6,,109
2020,SRB,CAN,6,,32290
2020,SRB,CHE,6,9,66983
2020,SRB,CHL,,,52
2020,SRB,CHN,4,,664
2020,SRB,COD,6,,
2020,SRB,CUB,6,,
2020,SRB,CYP,6,2,2518
2020,SRB,CZE,4,1,4322
2020,SRB,DEU,6,25,227380
2020,SRB,DNK,6,2,1746
2020,SRB,DOM,,,75
2020,SRB,DZA,6,,
2020,SRB,EGY,6,,
2020,SRB,ESP,6,,
2020,SRB,EST,,,52
2020,SRB,ETH,6,,
2020,SRB,FIN,6,,252
2020,SRB,FRA,6,4,91340
2020,SRB,GBR,6,4,
2020,SRB,GRC,6,4,4467
2020,SRB,HRV,4,2,48170
2020,SRB,HUN,6,2,48194
2020,SRB,IDN,6,,
2020,SRB,IND,6,,
2020,SRB,IRN,6,,
2020,SRB,IRQ,6,,
2020,SRB,ISL,,,752
2020,SRB,ISR,6,1,
2020,SRB,ITA,6,6,33712
2020,SRB,JPN,4,,
2020,SRB,KAZ,6,,
2020,SRB,KEN,6,,
2020,SRB,KOR,4,,
2020,SRB,KWT,4,,
2020,SRB,LBY,4,,
2020,SRB,LIE,,,428
2020,SRB,LTU,,,13
2020,SRB,LUX,,,3682
2020,SRB,LVA,,,22
2020,SRB,MAR,4,,
2020,SRB,MEX,6,,
2020,SRB,MKD,6,1,18009
2020,SRB,MLT,,,1663
2020,SRB,MMR,6,,
2020,SRB,MNE,6,4,8831
2020,SRB,NGA,6,,
2020,SRB,NLD,6,3,
2020,SRB,NOR,4,2,6778
2020,SRB,PAN,,,31
2020,SRB,PER,,,82
2020,SRB,POL,6,2,868
2020,SRB,PRT,6,,200
2020,SRB,QAT,6,,
2020,SRB,ROU,6,2,
2020,SRB,RUS,6,2,
2020,SRB,SAU,6,,
2020,SRB,SVK,6,,2463
2020,SRB,SVN,6,2,47393
2020,SRB,SWE,6,6,15467
2020,SRB,SYR,4,,
2020,SRB,TUN,6,1,
2020,SRB,TUR,6,6,
2020,SRB,UKR,6,,
2020,SRB,USA,6,,
2020,SRB,VAT,6,,
2020,SRB,VEN,,,781
2020,SRB,ZAF,6,,
2020,SRB,ZMB,4,,
2020,SSD,ARE,,,13123
2020,SSD,AUS,,,9004
2020,SSD,BEL,6,,
2020,SSD,BHR,,,1403
2020,SSD,CHE,6,,
2020,SSD,CHN,6,,
2020,SSD,COD,6,,90971
2020,SSD,DEU,4,,
2020,SSD,DNK,,,27
2020,SSD,EGY,,,19410
2020,SSD,ERI,,,1300
2020,SSD,ETH,6,,365470
2020,SSD,FIN,,,9
2020,SSD,GBR,6,,
2020,SSD,GHA,6,,
2020,SSD,GIN,,,1
2020,SSD,IND,6,,
2020,SSD,IRQ,,,297
2020,SSD,ISR,,,205
2020,SSD,ITA,6,,
2020,SSD,KEN,6,,121553
2020,SSD,KWT,,,1823
2020,SSD,LBY,,,1896
2020,SSD,NGA,6,,
2020,SSD,NOR,6,,178
2020,SSD,QAT,,,2028
2020,SSD,RUS,6,,
2020,SSD,SDN,6,,867593
2020,SSD,TUR,6,,
2020,SSD,UGA,6,,875322
2020,SSD,USA,6,,
2020,SSD,YEM,,,551
2020,SSD,ZAF,6,,
2020,SSD,ZWE,6,,
2020,STP,AGO,6,,6852
2020,STP,BEL,6,,
2020,STP,CHN,6,,
2020,STP,CPV,,,1809
2020,STP,DNK,,,3
2020,STP,GAB,6,,6539
2020,STP,GIN,,,30
2020,STP,GNQ,6,,1794
2020,STP,GRC,,,4
2020,STP,LUX,,,166
2020,STP,NGA,6,,
2020,STP,NOR,,,5
2020,STP,PRT,6,,20552
2020,STP,SVK,,,1
2020,STP,TGO,,,40
2020,SUR,ABW,,1,
2020,SUR,ATG,,,45
2020,SUR,AUS,,,160
2020,SUR,BEL,6,,5346
2020,SUR,BGR,,,2
2020,SUR,BRA,6,1,333
2020,SUR,BRB,,,46
2020,SUR,CHN,6,,
2020,SUR,CRI,,,23
2020,SUR,CUB,6,,
2020,SUR,CUW,,,2180
2020,SUR,CYP,,,1
2020,SUR,DMA,,,18
2020,SUR,DNK,,,33
2020,SUR,DOM,,,27
2020,SUR,EST,,,2
2020,SUR,FIN,,,1
2020,SUR,FRA,6,,32289
2020,SUR,GHA,6,,
2020,SUR,GRC,,,6
2020,SUR,GUF,,1,
2020,SUR,GUY,6,1,2714
2020,SUR,HUN,,,12
2020,SUR,IDN,6,,
2020,SUR,IND,6,,
2020,SUR,LCA,,,20
2020,SUR,LUX,,,21
2020,SUR,NLD,6,2,178623
2020,SUR,NOR,,,37
2020,SUR,TTO,4,3,
2020,SUR,TUR,6,,
2020,SUR,USA,6,,
2020,SUR,VEN,6,,43
2020,SVK,ALB,6,,
2020,SVK,ARG,6,,215
2020,SVK,AUS,6,,6999
2020,SVK,AUT,6,1,44353
2020,SVK,BEL,6,1,
2020,SVK,BGR,6,,394
2020,SVK,BIH,6,,3165
2020,SVK,BLR,4,,25
2020,SVK,BOL,,,21
2020,SVK,BRA,6,,235
2020,SVK,CAN,6,,13311
2020,SVK,CHE,6,,21120
2020,SVK,CHN,6,,
2020,SVK,CRI,,,26
2020,SVK,CUB,6,,
2020,SVK,CYP,6,,135
2020,SVK,CZE,6,5,248783
2020,SVK,DEU,6,,
2020,SVK,DNK,6,,2968
2020,SVK,EGY,6,,
2020,SVK,ESP,6,3,
2020,SVK,EST,,,177
2020,SVK,ETH,6,,
2020,SVK,FIN,6,,334
2020,SVK,FRA,6,1,
2020,SVK,GBR,6,6,
2020,SVK,GEO,6,,
2020,SVK,GRC,6,,876
2020,SVK,HRV,6,,603
2020,SVK,HUN,6,,20980
2020,SVK,IDN,6,,
2020,SVK,IND,6,,
2020,SVK,IRL,6,1,9510
2020,SVK,IRN,6,,
2020,SVK,ISL,,,517
2020,SVK,ISR,6,,
2020,SVK,ITA,6,4,10952
2020,SVK,JPN,6,,
2020,SVK,KAZ,6,,
2020,SVK,KEN,6,,
2020,SVK,KOR,6,,
2020,SVK,KWT,6,,
2020,SVK,LBN,6,,
2020,SVK,LBY,6,,
2020,SVK,LIE,,,55
2020,SVK,LTU,,,71
2020,SVK,LUX,,,869
2020,SVK,LVA,6,,36
2020,SVK,MDA,6,,
2020,SVK,MEX,6,,
2020,SVK,MKD,6,,35
2020,SVK,MLT,,,305
2020,SVK,MNE,6,,55
2020,SVK,MNG,,,2
2020,SVK,NGA,6,,
2020,SVK,NLD,6,,
2020,SVK,NOR,6,1,3779
2020,SVK,PAN,,,43
2020,SVK,POL,6,,1947
2020,SVK,PRT,6,,103
2020,SVK,ROU,6,,
2020,SVK,RUS,6,,
2020,SVK,SRB,6,,703
2020,SVK,SVN,6,,577
2020,SVK,SWE,6,,
2020,SVK,THA,4,,
2020,SVK,TUR,6,,
2020,SVK,UKR,6,,
2020,SVK,USA,6,,
2020,SVK,UZB,6,,
2020,SVK,VAT,6,,
2020,SVK,VEN,,,22
2020,SVK,VNM,6,,
2020,SVK,ZAF,6,,
2020,SVN,ALB,6,1,
2020,SVN,ARE,6,,
2020,SVN,ARG,6,,587
2020,SVN,AUS,6,,6627
2020,SVN,AUT,6,2,24792
2020,SVN,BEL,6,3,
2020,SVN,BGR,6,,129
2020,SVN,BIH,6,1,1831
2020,SVN,BOL,,,9
2020,SVN,BRA,6,,195
2020,SVN,CAN,4,,7154
2020,SVN,CHE,4,2,
2020,SVN,CHN,6,,
2020,SVN,COL,,,272
2020,SVN,CYP,,,13
2020,SVN,CZE,6,1,
2020,SVN,DEU,6,4,
2020,SVN,DNK,6,2,451
2020,SVN,EGY,6,,
2020,SVN,ESP,6,,
2020,SVN,EST,,,40
2020,SVN,FIN,,1,102
2020,SVN,FRA,6,2,
2020,SVN,GBR,6,2,
2020,SVN,GIN,,,25
2020,SVN,GRC,6,,130
2020,SVN,HRV,6,,18432
2020,SVN,HUN,6,,454
2020,SVN,IND,6,,
2020,SVN,IRL,6,,
2020,SVN,IRN,6,,
2020,SVN,ISL,,,70
2020,SVN,ISR,6,,
2020,SVN,ITA,6,,6689
2020,SVN,JPN,6,,
2020,SVN,LIE,,,107
2020,SVN,LTU,,,10
2020,SVN,LUX,,,599
2020,SVN,LVA,,,12
2020,SVN,MKD,6,1,255
2020,SVN,MLT,,,61
2020,SVN,MNE,6,2,1622
2020,SVN,NLD,6,1,
2020,SVN,NOR,,,438
2020,SVN,POL,6,2,
2020,SVN,PRT,,,61
2020,SVN,ROU,6,,
2020,SVN,RUS,6,2,
2020,SVN,SRB,6,2,9382
2020,SVN,SVK,6,,380
2020,SVN,TUR,6,2,
2020,SVN,UKR,6,,
2020,SVN,USA,6,,
2020,SVN,VAT,6,,
2020,SVN,VEN,,,95
2020,SVN,XKX,6,,
2020,SWE,AFG,6,,
2020,SWE,AGO,6,,
2020,SWE,ALB,6,,
2020,SWE,AND,,,51
2020,SWE,ARE,6,2,
2020,SWE,ARG,6,,595
2020,SWE,ARM,6,,
2020,SWE,AUS,6,,11728
2020,SWE,AUT,6,4,
2020,SWE,AZE,6,,
2020,SWE,BEL,,6,3119
2020,SWE,BFA,4,,
2020,SWE,BGD,6,,
2020,SWE,BGR,,,514
2020,SWE,BHS,,,29
2020,SWE,BIH,6,3,
2020,SWE,BLR,6,1,333
2020,SWE,BOL,4,,325
2020,SWE,BRA,6,,569
2020,SWE,BTN,,,22
2020,SWE,BWA,,,437
2020,SWE,CAN,6,,6829
2020,SWE,CHE,6,6,9633
2020,SWE,CHL,6,,1344
2020,SWE,CHN,6,2,1327
2020,SWE,COD,6,,
2020,SWE,COL,6,,284
2020,SWE,CRI,,,164
2020,SWE,CUB,6,,
2020,SWE,CYP,6,2,905
2020,SWE,CZE,6,4,
2020,SWE,DEU,6,29,
2020,SWE,DNK,6,9,24507
2020,SWE,DOM,,,76
2020,SWE,DZA,4,,
2020,SWE,EGY,4,,1049
2020,SWE,ESP,6,34,18761
2020,SWE,EST,6,4,952
2020,SWE,ETH,6,2,
2020,SWE,FIN,6,22,33412
2020,SWE,FRA,6,17,
2020,SWE,GBR,6,27,
2020,SWE,GEO,6,,
2020,SWE,GIN,,,1
2020,SWE,GRC,6,10,5526
2020,SWE,GTM,6,,49
2020,SWE,HND,,,31
2020,SWE,HRV,6,9,588
2020,SWE,HUN,6,4,1858
2020,SWE,IDN,6,,
2020,SWE,IND,6,,
2020,SWE,IRL,,2,
2020,SWE,IRN,6,3,
2020,SWE,IRQ,6,7,
2020,SWE,ISL,6,1,2357
2020,SWE,ISR,6,1,1498
2020,SWE,ITA,6,19,6079
2020,SWE,JOR,6,,
2020,SWE,JPN,6,,2716
2020,SWE,KAZ,6,,
2020,SWE,KEN,6,,
2020,SWE,KHM,6,,
2020,SWE,KOR,6,,
2020,SWE,LBR,6,,199
2020,SWE,LBY,,,797
2020,SWE,LIE,,,25
2020,SWE,LKA,,,130
2020,SWE,LTU,6,2,555
2020,SWE,LUX,,1,1460
2020,SWE,LVA,6,4,272
2020,SWE,MAR,6,1,
2020,SWE,MDA,6,,
2020,SWE,MDV,,,37
2020,SWE,MEX,6,,451
2020,SWE,MKD,6,3,
2020,SWE,MLI,6,,
2020,SWE,MLT,,3,1403
2020,SWE,MNE,,,150
2020,SWE,MOZ,6,,
2020,SWE,MYS,6,,
2020,SWE,NAM,,,104
2020,SWE,NGA,6,,
2020,SWE,NIC,,,33
2020,SWE,NLD,6,7,
2020,SWE,NOR,6,13,48283
2020,SWE,PAK,6,,
2020,SWE,PAN,,,254
2020,SWE,PER,4,,197
2020,SWE,PHL,6,,
2020,SWE,POL,6,13,4756
2020,SWE,PRK,6,,
2020,SWE,PRT,6,3,920
2020,SWE,QAT,6,1,
2020,SWE,ROU,6,,
2020,SWE,RUS,6,4,
2020,SWE,RWA,6,,
2020,SWE,SAU,6,,
2020,SWE,SDN,6,,
2020,SWE,SGP,6,,
2020,SWE,SLV,,,35
2020,SWE,SRB,6,6,1368
2020,SWE,SVK,,,342
2020,SWE,SVN,,,339
2020,SWE,SYR,4,,
2020,SWE,THA,6,3,
2020,SWE,TUN,6,,
2020,SWE,TUR,6,6,
2020,SWE,TZA,6,,
2020,SWE,UGA,6,,
2020,SWE,UKR,6,,
2020,SWE,USA,6,7,
2020,SWE,VEN,,,106
2020,SWE,VNM,6,,
2020,SWE,XKX,6,,
2020,SWE,ZAF,6,,
2020,SWE,ZMB,6,,
2020,SWE,ZWE,6,,
2020,SWZ,AUS,,,370
2020,SWZ,BEL,6,,
2020,SWZ,BGR,,,1
2020,SWZ,BHS,,,11
2020,SWZ,BWA,,,608
2020,SWZ,CRI,,,1
2020,SWZ,DNK,,,51
2020,SWZ,ETH,6,,
2020,SWZ,FIN,,,10
2020,SWZ,GBR,6,,
2020,SWZ,GIN,,,3
2020,SWZ,GRC,,,19
2020,SWZ,HUN,,,2
2020,SWZ,KWT,6,,
2020,SWZ,LSO,,,67
2020,SWZ,LUX,,,1
2020,SWZ,MAR,6,,
2020,SWZ,MOZ,6,,
2020,SWZ,MYS,6,,
2020,SWZ,NAM,,,204
2020,SWZ,NOR,,,19
2020,SWZ,PRT,,,660
2020,SWZ,QAT,6,,
2020,SWZ,TWN,6,,
2020,SWZ,TZA,,,77
2020,SWZ,USA,6,,
2020,SWZ,ZAF,6,,
2020,SYC,ARE,6,4,
2020,SYC,AUS,,,2831
2020,SYC,BEL,6,,
2020,SYC,BGR,,,1
2020,SYC,BWA,,,9
2020,SYC,CHN,6,,
2020,SYC,CYP,,,6
2020,SYC,DEU,,1,
2020,SYC,DNK,,,21
2020,SYC,ETH,6,,
2020,SYC,FIN,,,6
2020,SYC,FRA,6,,
2020,SYC,GBR,6,,
2020,SYC,GIN,,,1
2020,SYC,GRC,,,23
2020,SYC,HUN,,,8
2020,SYC,IND,6,,
2020,SYC,ITA,,,885
2020,SYC,KEN,,1,
2020,SYC,LKA,,2,24
2020,SYC,LUX,,,9
2020,SYC,MOZ,,,16940
2020,SYC,MUS,,1,124
2020,SYC,NAM,,,57
2020,SYC,NOR,,,13
2020,SYC,RUS,,1,
2020,SYC,SVK,,,6
2020,SYC,TZA,,,332
2020,SYC,USA,6,,
2020,SYC,ZAF,6,2,
2020,SYR,ARE,6,,43621
2020,SYR,ARG,4,,1327
2020,SYR,ARM,6,,16528
2020,SYR,ATG,,,254
2020,SYR,AUS,,,31180
2020,SYR,AUT,4,,50684
2020,SYR,BEL,,,35717
2020,SYR,BGR,4,,17848
2020,SYR,BHR,4,,4663
2020,SYR,BLR,6,,80
2020,SYR,BOL,,,2
2020,SYR,BRA,6,,8923
2020,SYR,CAN,,,89562
2020,SYR,CHE,,,21652
2020,SYR,CHL,4,,585
2020,SYR,CHN,6,,1068
2020,SYR,CRI,,,13
2020,SYR,CUB,6,,
2020,SYR,CYP,4,,11446
2020,SYR,CZE,4,,1451
2020,SYR,DEU,4,,687147
2020,SYR,DMA,,,15
2020,SYR,DNK,,,35386
2020,SYR,DOM,,,25
2020,SYR,DZA,6,,7757
2020,SYR,ECU,,,269
2020,SYR,EGY,4,,133163
2020,SYR,ESP,4,,
2020,SYR,EST,,,174
2020,SYR,ETH,,,420
2020,SYR,FIN,,,6223
2020,SYR,FRA,6,,45399
2020,SYR,GAB,,,27
2020,SYR,GHA,,,58
2020,SYR,GIN,,,6
2020,SYR,GRC,,,42861
2020,SYR,GTM,,,83
2020,SYR,HRV,,,167
2020,SYR,HUN,,,2693
2020,SYR,IDN,6,,
2020,SYR,IND,6,,
2020,SYR,IRN,6,,
2020,SYR,IRQ,6,,254441
2020,SYR,ISL,,,280
2020,SYR,ISR,,,10179
2020,SYR,ITA,,,8206
2020,SYR,JOR,4,,1440562
2020,SYR,JPN,4,,977
2020,SYR,KWT,,,22565
2020,SYR,LBN,6,,887943
2020,SYR,LBY,6,,44450
2020,SYR,LCA,,,130
2020,SYR,LIE,,,32
2020,SYR,LKA,,,72
2020,SYR,LTU,,,431
2020,SYR,LUX,,,1839
2020,SYR,LVA,,,63
2020,SYR,MAR,6,,3676
2020,SYR,MDA,,,433
2020,SYR,MEX,,,269
2020,SYR,MLT,,,3242
2020,SYR,MRT,6,,606
2020,SYR,MYS,4,,3272
2020,SYR,NGA,6,,
2020,SYR,NLD,,,94377
2020,SYR,NOR,,,31197
2020,SYR,OMN,6,,
2020,SYR,PAK,6,,
2020,SYR,PAN,,,329
2020,SYR,POL,4,,1070
2020,SYR,PRK,6,,
2020,SYR,PRT,,,531
2020,SYR,PSE,,,5731
2020,SYR,QAT,6,,24258
2020,SYR,ROU,6,,3535
2020,SYR,RUS,6,,4225
2020,SYR,SAU,6,,456607
2020,SYR,SDN,6,,
2020,SYR,SEN,6,,
2020,SYR,SRB,4,,118
2020,SYR,SVK,,,289
2020,SYR,SVN,,,247
2020,SYR,SWE,4,,192662
2020,SYR,TUN,,,1382
2020,SYR,TUR,4,,3830526
2020,SYR,TZA,6,,
2020,SYR,UKR,4,,3781
2020,SYR,VEN,6,,14737
2020,SYR,YEM,6,,4013
2020,SYR,ZAF,6,,
2020,TCA,BHS,,3,
2020,TCA,CAN,,3,
2020,TCA,DOM,,3,
2020,TCA,HTI,,3,
2020,TCA,JAM,,1,
2020,TCA,PRI,,1,
2020,TCA,USA,,14,
2020,TCD,AGO,,,1889
2020,TCD,ARE,,,4409
2020,TCD,AUS,,,94
2020,TCD,BEL,6,,
2020,TCD,BEN,,,1042
2020,TCD,BFA,6,,
2020,TCD,BGR,,,4
2020,TCD,BHR,,,472
2020,TCD,CAF,6,,
2020,TCD,CAN,6,,
2020,TCD,CHE,6,,
2020,TCD,CHN,6,,
2020,TCD,CIV,6,,
2020,TCD,CMR,6,3,27852
2020,TCD,COD,6,,
2020,TCD,COG,6,,10494
2020,TCD,DEU,6,,
2020,TCD,DNK,,,26
2020,TCD,DOM,,,3
2020,TCD,DZA,6,,
2020,TCD,EGY,6,,208
2020,TCD,ETH,6,1,
2020,TCD,FIN,,,11
2020,TCD,FRA,6,1,
2020,TCD,GAB,,,4543
2020,TCD,GHA,,,15
2020,TCD,GIN,,,372
2020,TCD,GNQ,6,,
2020,TCD,GRC,,,16
2020,TCD,HUN,,,5
2020,TCD,IND,6,,
2020,TCD,ISL,,,1
2020,TCD,ITA,,,498
2020,TCD,KWT,,,1378
2020,TCD,LBY,6,,918
2020,TCD,LUX,,,12
2020,TCD,MLI,,,694
2020,TCD,MRT,,,54
2020,TCD,NER,6,1,1459
2020,TCD,NGA,6,2,31261
2020,TCD,NOR,,,31
2020,TCD,QAT,4,,510
2020,TCD,RUS,6,,
2020,TCD,SAU,6,,
2020,TCD,SDN,6,,103065
2020,TCD,SSD,,,5315
2020,TCD,SVK,,,133
2020,TCD,TGO,,,718
2020,TCD,TUR,6,1,
2020,TCD,USA,6,,
2020,TCD,ZAF,6,,
2020,TGO,AUS,,,347
2020,TGO,BEL,6,3,6598
2020,TGO,BEN,6,2,113502
2020,TGO,BFA,,2,15999
2020,TGO,BGR,,,3
2020,TGO,BOL,,,1
2020,TGO,BRA,,1,687
2020,TGO,CAN,4,,
2020,TGO,CHE,6,,
2020,TGO,CHN,4,,
2020,TGO,CIV,,2,88153
2020,TGO,CMR,,1,
2020,TGO,COD,6,,
2020,TGO,COG,,,2419
2020,TGO,DEU,6,,
2020,TGO,DNK,,,149
2020,TGO,EST,,,2
2020,TGO,ETH,6,1,
2020,TGO,FIN,,,93
2020,TGO,FRA,6,1,
2020,TGO,GAB,6,1,23129
2020,TGO,GBR,4,,
2020,TGO,GHA,6,2,103799
2020,TGO,GIN,,1,510
2020,TGO,GRC,,,21
2020,TGO,HUN,,,27
2020,TGO,ISL,,,11
2020,TGO,ITA,,,6371
2020,TGO,JPN,4,,
2020,TGO,LBR,,,321
2020,TGO,LUX,,,460
2020,TGO,MLI,,1,4498
2020,TGO,MRT,,,156
2020,TGO,NER,,,12392
2020,TGO,NGA,6,2,158262
2020,TGO,NOR,,,113
2020,TGO,PRT,,,83
2020,TGO,SEN,,,1739
2020,TGO,SLE,,,22
2020,TGO,SVK,,,2
2020,TGO,USA,6,,
2020,TGO,ZAF,4,,
2020,THA,ARE,6,9,10565
2020,THA,ARG,6,,
2020,THA,AUS,6,14,88230
2020,THA,AUT,6,3,6472
2020,THA,BEL,4,2,10100
2020,THA,BGD,6,7,10343
2020,THA,BGR,,,57
2020,THA,BHR,6,3,1131
2020,THA,BOL,,,9
2020,THA,BRA,6,,552
2020,THA,BRN,6,2,15674
2020,THA,BTN,,,62
2020,THA,CAN,6,,17471
2020,THA,CHE,6,2,21339
2020,THA,CHL,6,,
2020,THA,CHN,6,72,3787
2020,THA,CRI,,,8
2020,THA,CYP,,,256
2020,THA,CZE,6,,1170
2020,THA,DEU,6,4,
2020,THA,DNK,4,2,14266
2020,THA,EGY,6,3,1051
2020,THA,ESP,6,1,
2020,THA,EST,,,109
2020,THA,ETH,,2,
2020,THA,FIN,4,1,11110
2020,THA,FRA,6,3,
2020,THA,GBR,6,4,
2020,THA,GIN,,,47
2020,THA,GRC,4,,383
2020,THA,HKG,,24,20028
2020,THA,HUN,6,,1408
2020,THA,IDN,6,8,9238
2020,THA,IND,6,18,
2020,THA,IRN,6,1,
2020,THA,ISL,,,1500
2020,THA,ISR,6,2,
2020,THA,ITA,6,2,11293
2020,THA,JOR,6,2,
2020,THA,JPN,6,21,83234
2020,THA,KAZ,,1,
2020,THA,KEN,6,3,
2020,THA,KHM,6,8,33048
2020,THA,KOR,6,21,171058
2020,THA,KWT,6,1,3969
2020,THA,LAO,6,10,3522
2020,THA,LBY,,,3041
2020,THA,LIE,,,86
2020,THA,LKA,6,4,276
2020,THA,LTU,,,20
2020,THA,LUX,,,644
2020,THA,LVA,,,29
2020,THA,MAC,,4,1628
2020,THA,MAR,6,,
2020,THA,MDG,,2,
2020,THA,MDV,,1,325
2020,THA,MEX,6,,
2020,THA,MLI,,,523
2020,THA,MLT,,,320
2020,THA,MMR,6,12,
2020,THA,MNG,,1,
2020,THA,MOZ,6,,
2020,THA,MYS,6,33,69539
2020,THA,NAM,,,76
2020,THA,NGA,6,,
2020,THA,NLD,6,3,16051
2020,THA,NOR,6,3,22304
2020,THA,NPL,6,2,
2020,THA,NZL,6,2,11043
2020,THA,OMN,6,1,
2020,THA,PAK,4,4,
2020,THA,PAN,,,171
2020,THA,PER,6,,
2020,THA,PHL,6,6,
2020,THA,POL,6,,
2020,THA,PRT,6,,1676
2020,THA,QAT,6,1,2285
2020,THA,ROU,6,,
2020,THA,RUS,6,13,
2020,THA,SAU,6,,
2020,THA,SEN,6,,
2020,THA,SGP,6,28,
2020,THA,SVK,,,107
2020,THA,SVN,,,314
2020,THA,SWE,6,3,43969
2020,THA,SYC,,,242
2020,THA,TLS,6,,60
2020,THA,TUR,6,2,
2020,THA,TWN,,8,
2020,THA,UKR,,1,
2020,THA,USA,6,,283039
2020,THA,UZB,,1,
2020,THA,VEN,,,65
2020,THA,VNM,6,10,
2020,THA,ZAF,6,2,
2020,TJK,AFG,6,,4422
2020,TJK,ARE,6,3,
2020,TJK,AUS,,,208
2020,TJK,AUT,6,,
2020,TJK,AZE,6,,153
2020,TJK,BEL,6,,
2020,TJK,BGR,,,169
2020,TJK,BLR,6,,5595
2020,TJK,BOL,,,1
2020,TJK,CHE,6,,
2020,TJK,CHN,6,4,597
2020,TJK,CYP,,,6
2020,TJK,DEU,6,1,
2020,TJK,DNK,,,40
2020,TJK,EGY,6,,
2020,TJK,EST,,,373
2020,TJK,FIN,,,63
2020,TJK,FRA,6,,
2020,TJK,GBR,6,,
2020,TJK,GEO,,,148
2020,TJK,GRC,,,97
2020,TJK,HUN,,,17
2020,TJK,IND,6,1,
2020,TJK,IRN,6,3,
2020,TJK,ISL,,,2
2020,TJK,ISR,,,1675
2020,TJK,JPN,6,,
2020,TJK,KAZ,6,6,26306
2020,TJK,KGZ,6,2,2146
2020,TJK,KOR,6,,
2020,TJK,LBY,,,723
2020,TJK,LTU,,,361
2020,TJK,LUX,,,22
2020,TJK,LVA,,,565
2020,TJK,MDA,,,168
2020,TJK,MNG,6,,
2020,TJK,MYS,6,,
2020,TJK,NOR,,,121
2020,TJK,PAK,6,,
2020,TJK,QAT,6,,
2020,TJK,RUS,6,73,426230
2020,TJK,SAU,6,,
2020,TJK,SVK,,,13
2020,TJK,SVN,,,11
2020,TJK,TKM,6,,1465
2020,TJK,TUR,6,3,5017
2020,TJK,UKR,6,,29857
2020,TJK,USA,6,,
2020,TJK,UZB,6,,11408
2020,TKM,AFG,6,,
2020,TKM,ARE,,2,
2020,TKM,ARM,6,,791
2020,TKM,AUS,,,135
2020,TKM,AUT,6,,
2020,TKM,AZE,6,2,868
2020,TKM,BEL,6,,
2020,TKM,BGR,,,317
2020,TKM,BLR,6,1,5382
2020,TKM,CHE,6,,
2020,TKM,CHN,6,1,1031
2020,TKM,CYP,,,8
2020,TKM,DEU,6,1,
2020,TKM,DNK,,,22
2020,TKM,EST,,,332
2020,TKM,FIN,,,34
2020,TKM,FRA,6,,
2020,TKM,GBR,6,2,
2020,TKM,GEO,6,,203
2020,TKM,GRC,,,116
2020,TKM,HUN,,,44
2020,TKM,IND,6,2,
2020,TKM,IRN,6,,1954
2020,TKM,ISL,,,1
2020,TKM,ISR,,,2806
2020,TKM,ITA,6,,
2020,TKM,JPN,6,,
2020,TKM,KAZ,6,,114337
2020,TKM,KGZ,6,,973
2020,TKM,KOR,6,,
2020,TKM,LBY,,,251
2020,TKM,LTU,,,207
2020,TKM,LUX,,,19
2020,TKM,LVA,,,552
2020,TKM,MDA,,,207
2020,TKM,MYS,6,,
2020,TKM,NOR,,,87
2020,TKM,PAK,6,,
2020,TKM,ROU,6,,
2020,TKM,RUS,6,2,112339
2020,TKM,SAU,6,,
2020,TKM,SVK,,,13
2020,TKM,SVN,,,11
2020,TKM,TJK,6,,446
2020,TKM,TUR,6,2,116963
2020,TKM,UKR,6,,22979
2020,TKM,USA,6,,
2020,TKM,UZB,6,,756
2020,TLS,AUS,6,2,10247
2020,TLS,BEL,6,,
2020,TLS,BRA,6,,
2020,TLS,BRN,6,,
2020,TLS,CHE,4,,
2020,TLS,CHN,6,,
2020,TLS,CPV,,,7
2020,TLS,CUB,6,,
2020,TLS,DNK,,,1
2020,TLS,GBR,6,,
2020,TLS,GRC,,,217
2020,TLS,IDN,6,1,84310
2020,TLS,JPN,6,,
2020,TLS,KHM,6,,
2020,TLS,KOR,6,,
2020,TLS,LAO,6,,
2020,TLS,MMR,6,,
2020,TLS,MOZ,6,,
2020,TLS,MYS,6,,
2020,TLS,NOR,,,8
2020,TLS,NZL,4,,
2020,TLS,PHL,6,,
2020,TLS,PRT,6,,1969
2020,TLS,SGP,6,1,
2020,TLS,THA,4,,
2020,TLS,USA,6,,
2020,TLS,VAT,6,,
2020,TLS,VNM,6,,
2020,TLS,ZAF,6,,
2020,TON,ARE,6,,
2020,TON,AUS,6,1,15295
2020,TON,CHN,6,,
2020,TON,DNK,,,20
2020,TON,FJI,,2,1362
2020,TON,GBR,6,,
2020,TON,GIN,,,932
2020,TON,HUN,,,2
2020,TON,ISL,,,1
2020,TON,JPN,6,,
2020,TON,NOR,,,5
2020,TON,NZL,,2,28005
2020,TON,PNG,,,26
