country,coub,sex,age_lfs,fborn,oecd,oecdb,edu_lfs,number
LUX,HTI,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,15
LUX,HTI,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,HTI,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,HUN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,16
LUX,HUN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,36
LUX,HUN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,7
LUX,HUN,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,1
LUX,HUN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,52
LUX,HUN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,131
LUX,HUN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,410
LUX,HUN,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,6
LUX,HUN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,20
LUX,HUN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,16
LUX,HUN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,18
LUX,HUN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,26
LUX,HUN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,37
LUX,HUN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,8
LUX,HUN,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,3
LUX,HUN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,65
LUX,HUN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,159
LUX,HUN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,600
LUX,HUN,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,6
LUX,HUN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,19
LUX,HUN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,19
LUX,HUN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,20
LUX,IDN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2
LUX,IDN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,IDN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,IDN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,8
LUX,IDN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,11
LUX,IDN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
LUX,IDN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,6
LUX,IDN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,IDN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,IDN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,12
LUX,IDN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,20
LUX,IDN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,49
LUX,IDN,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,3
LUX,IDN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2
LUX,IDN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,10
LUX,IDN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
LUX,IND,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,26
LUX,IND,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,33
LUX,IND,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,17
LUX,IND,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,135
LUX,IND,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,266
LUX,IND,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1433
LUX,IND,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,16
LUX,IND,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,8
LUX,IND,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,12
LUX,IND,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,30
LUX,IND,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,IND,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,21
LUX,IND,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,46
LUX,IND,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,19
LUX,IND,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,2
LUX,IND,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,112
LUX,IND,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,211
LUX,IND,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1186
LUX,IND,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,19
LUX,IND,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,9
LUX,IND,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,18
LUX,IND,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,20
LUX,IND,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,IRL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,16
LUX,IRL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,66
LUX,IRL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,38
LUX,IRL,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,2
LUX,IRL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,54
LUX,IRL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,121
LUX,IRL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,416
LUX,IRL,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,7
LUX,IRL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,7
LUX,IRL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,13
LUX,IRL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,28
LUX,IRL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,13
LUX,IRL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,51
LUX,IRL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,22
LUX,IRL,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,2
LUX,IRL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,45
LUX,IRL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,107
LUX,IRL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,369
LUX,IRL,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,3
LUX,IRL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,10
LUX,IRL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,27
LUX,IRL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,18
LUX,IRL,Female,65+,Foreign-born,OECD member,OECD member,Unknown,3
LUX,IRN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,20
LUX,IRN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,26
LUX,IRN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
LUX,IRN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,62
LUX,IRN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,144
LUX,IRN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,317
LUX,IRN,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,4
LUX,IRN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,12
LUX,IRN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,21
LUX,IRN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,56
LUX,IRN,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,3
LUX,IRN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,19
LUX,IRN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,18
LUX,IRN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,IRN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,35
LUX,IRN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,110
LUX,IRN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,274
LUX,IRN,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,6
LUX,IRN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,23
LUX,IRN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,22
LUX,IRN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,51
LUX,IRN,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,IRQ,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,58
LUX,IRQ,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,39
LUX,IRQ,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,9
LUX,IRQ,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,2
LUX,IRQ,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,116
LUX,IRQ,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,138
LUX,IRQ,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,197
LUX,IRQ,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,9
LUX,IRQ,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,11
LUX,IRQ,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
LUX,IRQ,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
LUX,IRQ,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,39
LUX,IRQ,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,28
LUX,IRQ,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,IRQ,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,3
LUX,IRQ,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,88
LUX,IRQ,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,64
LUX,IRQ,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,92
LUX,IRQ,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,9
LUX,IRQ,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,8
LUX,IRQ,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,IRQ,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,2
LUX,ISR,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,5
LUX,ISR,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,4
LUX,ISR,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1
LUX,ISR,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,1
LUX,ISR,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,5
LUX,ISR,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,21
LUX,ISR,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,59
LUX,ISR,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,3
LUX,ISR,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,2
LUX,ISR,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,4
LUX,ISR,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,5
LUX,ISR,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,4
LUX,ISR,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,7
LUX,ISR,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2
LUX,ISR,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,5
LUX,ISR,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,19
LUX,ISR,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,48
LUX,ISR,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1
LUX,ISR,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,6
LUX,ISR,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2
LUX,ITA,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,197
LUX,ITA,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,332
LUX,ITA,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,127
LUX,ITA,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,13
LUX,ITA,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1397
LUX,ITA,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,2050
LUX,ITA,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,4041
LUX,ITA,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,75
LUX,ITA,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1432
LUX,ITA,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,760
LUX,ITA,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,345
LUX,ITA,Male,65+,Foreign-born,OECD member,OECD member,Unknown,43
LUX,ITA,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,122
LUX,ITA,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,257
LUX,ITA,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,129
LUX,ITA,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,7
LUX,ITA,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,866
LUX,ITA,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,1317
LUX,ITA,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2705
LUX,ITA,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,50
LUX,ITA,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1495
LUX,ITA,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,494
LUX,ITA,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,231
LUX,ITA,Female,65+,Foreign-born,OECD member,OECD member,Unknown,28
LUX,JAM,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,JAM,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,JAM,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,JAM,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,12
LUX,JAM,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,JAM,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,4
LUX,JAM,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,5
LUX,JAM,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
LUX,JAM,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,JAM,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,JAM,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,JPN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,8
LUX,JPN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,10
LUX,JPN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1
LUX,JPN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,15
LUX,JPN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,19
LUX,JPN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,112
LUX,JPN,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,1
LUX,JPN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,2
LUX,JPN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,3
LUX,JPN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,10
LUX,JPN,Male,65+,Foreign-born,OECD member,OECD member,Unknown,1
LUX,JPN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,7
LUX,JPN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,13
LUX,JPN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,5
LUX,JPN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,23
LUX,JPN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,42
LUX,JPN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,221
LUX,JPN,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,3
LUX,JPN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,3
LUX,JPN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,3
LUX,JPN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,11
LUX,KEN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,KEN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,KEN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,KEN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,7
LUX,KEN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,17
LUX,KEN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,28
LUX,KEN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,KEN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
LUX,KEN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,4
LUX,KEN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,KEN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,13
LUX,KEN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,10
LUX,KEN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,30
LUX,KEN,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,KEN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,KHM,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,KHM,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,4
LUX,KHM,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
LUX,KHM,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,13
LUX,KHM,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,KHM,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,3
LUX,KHM,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,3
LUX,KHM,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,KHM,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,8
LUX,KHM,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,9
LUX,KHM,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,24
LUX,KHM,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2
LUX,KHM,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
LUX,KHM,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,3
LUX,KOREA-NS,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,53
LUX,KOREA-NS,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,94
LUX,KOREA-NS,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,10
LUX,KOREA-NS,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,1
LUX,KOREA-NS,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,27
LUX,KOREA-NS,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,72
LUX,KOREA-NS,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,134
LUX,KOREA-NS,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,2
LUX,KOREA-NS,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,2
LUX,KOREA-NS,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1
LUX,KOREA-NS,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,27
LUX,KOREA-NS,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,64
LUX,KOREA-NS,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,13
LUX,KOREA-NS,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,2
LUX,KOREA-NS,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,26
LUX,KOREA-NS,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,87
LUX,KOREA-NS,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,232
LUX,KOREA-NS,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,6
LUX,KOREA-NS,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1
LUX,KOREA-NS,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,5
LUX,KOREA-NS,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,4
LUX,LAO,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2
LUX,LAO,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,7
LUX,LAO,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,9
LUX,LAO,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,LAO,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,LAO,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,1
LUX,LAO,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,LAO,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,3
LUX,LAO,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,8
LUX,LAO,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,14
LUX,LAO,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,LAO,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,5
LUX,LAO,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,2
LUX,LBN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2
LUX,LBN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,8
LUX,LBN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
LUX,LBN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,28
LUX,LBN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,48
LUX,LBN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,189
LUX,LBN,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,2
LUX,LBN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,4
LUX,LBN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,LBN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,17
LUX,LBN,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,LBN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2
LUX,LBN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,5
LUX,LBN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
LUX,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,12
LUX,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,24
LUX,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,129
LUX,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,1
LUX,LBN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,6
LUX,LBN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,LBN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,6
LUX,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
LUX,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,5
LUX,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,13
LUX,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,21
LUX,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,2
LUX,LKA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,LKA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,LKA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
LUX,LKA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,2
LUX,LKA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,7
LUX,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,14
LUX,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,23
LUX,LKA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1
LUX,LKA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,3
LUX,LKA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1
LUX,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,26
LUX,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,23
LUX,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,13
